Status,pv,gas_boiler,gas_chp,heat_pump_air,heat_pump_ground,battery_storage,thermal_storage,Cost,Emissions_kg,Resilience,Generation,Solution_ID
Success,2.3670769359566974,1.4288596313057464,2.604074175751871,2.1526304813662187,0.4636965740854187,2.9317425845829166,2.331191165572988,0.0,11057844.749983082,0.5664450857459887,0,0
Success,2.4009800547754705,0.5587181714915284,1.461080626107588,1.2382344678512274,2.7949419687760853,2.0028223362258606,2.503732517158324,0.0,6204279.00293622,0.507718274044489,0,1
Success,1.441559756716527,0.8362684209973752,1.7528374036443373,0.37868831709169093,2.51736728157923,1.9686603175417814,2.3226456722390467,0.0,7443184.246418861,0.5559604454363442,0,2
Success,1.1926727107636315,2.9179544683057292,2.7007391397021534,2.379473791806533,0.7449883819855092,1.5068188104356957,0.32265054420424055,0.0,11468319.29563088,0.5281312941432206,0,3
Success,0.6320105777891338,2.112537069078873,2.285334036541888,2.909027250815788,1.1123110027868255,1.2372871768976328,1.514756271572262,0.0,9704358.352478925,0.5625469147837405,0,4
Success,0.7305198054359998,0.5637802149393205,1.5319737934326143,0.8353461773424755,2.075479185111029,1.4240253728425258,2.531498948961945,0.0,6505317.139796654,0.5487014299744509,0,5
Success,2.1607422856062977,1.074626595869715,2.530327443906563,2.4533402009910454,1.2849394612844884,1.0073186910046834,2.110987411129931,0.0,10744689.34175489,0.5562756548508483,0,6
Success,0.5913069541060674,0.7597429669303033,0.22061435530281545,2.4033882570059877,2.06158239845769,2.1744630601537382,2.38604128686151,0.0,936808.6797496001,0.5054327487321433,0,7
Success,1.4849641715073518,1.7924753486681024,0.5914315947574409,0.5206842059007256,2.0715282930133205,1.5190693772007708,1.7826610981473285,0.0,2511433.3592953105,0.5744004285666081,0,8
Success,2.3419968007648717,1.9772112960016541,1.7500223218423883,1.7657800500871579,1.0510602745753141,0.28628993679023035,1.4228086898506145,0.0,7431230.386650075,0.5653345688312368,0,9
Success,0.8008370838946817,1.343880202428981,2.589528605150865,0.855030560422954,0.36324767672938485,0.9878748976615903,1.022062521746714,0.0,10996078.974259963,0.5351312318712267,0,10
Success,2.053366241235306,1.7596900265555793,2.394914985497958,2.060077912916685,1.3378832120321973,2.479257077064897,0.6675241757415709,0.0,10169678.861547058,0.5621237683581952,0,11
Success,0.2635938047748093,0.4521340101717969,2.222606181670061,1.4932562447038846,0.651560981294085,1.6029253702894177,0.6264738875968716,0.0,9437993.097936263,0.5614674142014774,0,12
Success,2.149697050217661,1.4492375716072858,1.2668594330701508,1.0442338496140542,1.9647912607328875,1.213075309549493,0.4454197740850828,0.0,5379545.276161953,0.5508217948655802,0,13
Success,0.5304165259374429,2.8933134607386406,2.7440259339812996,2.159179974670099,0.9444358920866547,2.913693856573627,2.380502531104225,0.0,11652130.745903824,0.5399856269786367,0,14
Success,2.207292529645188,1.4582122060026081,0.9622763731664452,0.469894694029798,2.7272867103227565,1.4761736115341109,0.7666174214266448,0.0,4086174.9792434596,0.5535507142901582,0,15
Success,1.056678547621827,1.8218147930373085,0.6949637922298488,2.5985199954586515,2.3238546835385883,2.214496276662623,1.4098605113702902,0.0,2951068.6726572774,0.5570882929056536,0,16
Success,1.9564647539668407,1.8354743129556594,2.019570484353496,0.43644409919168947,1.3642607260777069,0.31651968681329895,1.583174293884653,0.0,8575829.784564862,0.5667818522791696,0,17
Success,1.123611394531799,0.6046677288249314,0.4895283096231446,1.8454048020975935,0.6776603119032811,2.7903363314550322,1.8269711911611057,0.0,2078714.9993419265,0.5153386915635108,0,18
Success,1.1712354526975437,1.8545633761479667,0.26385083888315297,2.883965797076047,1.5504496234401206,2.3916586363008014,0.43164399978282797,0.0,1120406.4925225496,0.5624875606735988,0,19
Success,1.1453816696088441,1.4492375716072858,0.5311762414018064,0.9710914734915155,1.9647912607328875,1.213075309549493,0.5124754155626854,0.0,2255567.2442029472,0.5585515443403677,1,20
Success,0.8644438939314987,1.4582122060026081,1.5059969931286572,0.469894694029798,2.7272867103227565,1.4761736115341109,2.36880164516694,0.0,6395010.210932181,0.5565858298169567,1,21
Success,1.056678547621827,1.8218147930373085,0.6949637922298488,0.42435044815702083,2.3438195727218756,2.214496276662623,1.5813102754402966,0.0,2951068.6726572774,0.5724053651170506,1,22
Success,2.382516130086235,1.7929853441243324,0.5914315947574409,0.5206842059007256,2.8426038846529007,1.5190693772007708,2.545703805964359,0.0,2511433.3592953105,0.5628696119128394,1,23
Success,2.149697050217661,1.4492375716072858,0.9716085578485243,1.0442338496140542,2.7325891127118687,1.2152491420532576,0.4454197740850828,0.0,4125802.8248530454,0.5430797155435095,1,24
Success,1.441559756716527,0.927098540589274,1.7528374036443373,0.37868831709169093,2.51736728157923,1.9686603175417814,2.3155875933666654,0.0,7443184.246418861,0.5568360085640078,1,25
Success,1.1255182565957387,0.4624154830190343,2.222606181670061,1.4932562447038846,0.650189369988779,1.713370174944473,0.5147029535655058,0.0,9437993.097936263,0.5664534865696629,1,26
Success,2.053366241235306,1.7596900265555793,2.404177986860777,2.0381691142972156,1.3378832120321973,2.5963066790812546,0.6675241757415709,0.0,10209012.929655688,0.5621759568179837,1,27
Success,2.127926565569987,0.6046677288249314,1.2252460658512068,1.9185480568078954,0.6776603119032811,2.7903363314550322,1.760925344513133,0.0,5202839.804975341,0.5221028490321491,1,28
Success,2.0734306504849944,0.5637802149393205,0.9882531805487338,0.8353461773424755,2.075479185111029,1.4240253728425258,0.929151707225421,0.0,4196481.9381650975,0.5024270313024436,1,29
Success,1.9564647539668407,1.8354743129556594,2.019570484353496,2.6162640332158444,1.3442928491935304,0.31651968681329895,1.411724529814647,0.0,8575829.784564862,0.561382813971261,1,30
Success,1.5034260849377614,0.5583922527535529,1.461080626107588,1.2382344678512274,2.0229450608311885,2.0028223362258606,1.740682150028029,0.0,6204279.00293622,0.5302825714795893,1,31
Success,2.3670769359566974,1.5179767270701272,2.604074175751871,2.1526304813662187,0.4636965740854187,2.9317425845829166,2.331191165572988,0.0,11057844.749983082,0.5669120478976127,1,32
Success,2.207292529645188,1.4582122060026081,1.257527248405801,0.469894694029798,1.9594270231721511,1.4739997790306136,0.8273445599106758,0.0,5339917.430627652,0.5594275219748432,1,33
Success,1.4849641715073518,1.7016468081847766,0.5914315947574409,0.5206842059007256,2.0715282930133205,1.5190693772007708,1.789719164985434,0.0,2511433.3592953105,0.5716243262354574,1,34
Success,0.2663116588732656,0.5943862562955807,0.4895283096231446,1.8454048020975935,0.6790319232085872,2.679096237266813,1.939817239618885,0.0,2078714.9993419265,0.5418808228957523,1,35
Success,2.1607422856062977,1.074626595869715,2.5210644425434063,2.4752489758230927,1.2849394612844884,0.8893801620678733,2.110987411129931,0.0,10705355.273644833,0.5560837886939718,1,36
Success,1.0982177434709328,2.0459818094895263,0.4895283096231446,1.8454048020975935,0.6776603119032811,2.7903363314550322,1.8269711911611057,0.0,2078714.9993419265,0.5815186882851759,1,37
Success,2.074336595328484,1.939762893120979,2.043881306958961,0.4801619424055683,1.3642607260777069,0.3440653088822194,1.5762351760333912,0.0,8679062.36703844,0.5682950886846174,1,38
Success,0.6574043717446797,0.6714943501985211,2.285334036541888,2.909027250815788,1.1123110027868255,1.2372871768976328,1.514756271572262,0.0,9704358.352478925,0.5650098771792141,1,39
Success,1.4414435040590723,1.8218147930373085,0.5946629260395581,2.5985199954586515,2.302573970194654,2.2115359104488954,1.4098605113702902,0.0,2525154.765538701,0.5522745854692774,2,40
Success,0.590552699474367,2.0190929146440544,0.46432234788454774,1.8454048020975935,0.6776603119032811,2.7903363314550322,2.350414619637755,0.0,1971681.3309945415,0.5794509829641633,2,41
Success,0.2816909667846265,1.7445148605335778,0.26385083888315297,2.883965797076047,1.5504496234401206,2.3916586363008014,1.975224664079163,0.0,1120406.4925225496,0.5711560168880424,2,42
Success,2.207292529645188,1.515674781077778,2.522124445933868,0.4599153184865091,1.9471221131739695,1.7690443963890825,1.0485174061405864,0.0,10709856.433033964,0.5663366255611308,2,43
Success,1.0299698942229525,1.8218147930373085,0.6731862733049541,0.4242782769779711,2.3438195727218756,2.347833300394705,1.5813102754402966,0.0,2858593.4177073003,0.5726405479285115,2,44
Success,0.29601720641791984,0.5943862562955807,2.5643356426105397,1.697150592765719,0.6790319232085872,2.679096237266813,1.939817239618885,0.0,10889100.505229745,0.5610366346946997,2,45
Success,0.5250142737793512,1.4288596313057464,2.604074175751871,2.1526304813662187,2.149346060713394,2.196272927395341,2.331191165572988,0.0,11057844.749983082,0.5558511526196961,2,46
Success,1.056678547621827,1.8218147930373085,0.6949637922298488,2.5985199954586515,2.3189239031387143,2.214496276662623,1.4217288845117093,0.0,2951068.6726572774,0.5571295628077764,2,47
Success,2.207292529645188,1.4582122060026081,0.9622763731664452,0.46991384240405326,2.754472512532342,1.4761736115341109,0.7944714818270457,0.0,4086174.9792434596,0.553421160178622,2,48
Success,1.1001992152279503,1.7924753486681024,0.6917324609478535,0.5206842059007256,2.0928090063503246,1.5220297083553507,1.7826610981473285,0.0,2937347.266414403,0.5714020574787948,2,49
Success,1.09897242492047,0.7866591903803785,0.24690689495618862,2.4033882570059877,2.06158239845769,2.1744630601537382,1.86259782723239,0.0,1048456.3525682247,0.4959055720859691,2,50
Success,1.1605597380674229,0.7045472228952369,0.4895283096231446,1.8454048020975935,0.6790319232085872,2.679096237266813,0.40045240431327855,0.0,2078714.9993419265,0.5226582377445058,2,51
Success,2.3670769359566974,1.4605141519949572,1.2876770171492344,2.1346089285498486,0.47721517086454157,2.6286205796772926,2.235582306263001,0.0,5467944.299108279,0.5556709062445486,2,52
Success,1.5116728263069983,1.7016468081847766,0.8124030141842314,0.5207563770916895,2.0715282930133205,1.5190693772007708,1.789719164985434,0.0,3449758.2630009996,0.5689722588423984,2,53
Success,2.3647861669986847,1.344323539114436,0.5311411029344126,2.1505810931739098,0.4636965740854187,2.9317425845829166,2.331191165572988,0.0,2255418.0335081024,0.5426392532076437,2,54
Success,2.4356949877762406,0.7597429669303033,0.22061435530281545,2.4033882570059877,0.3846187180819909,2.9072116559252494,2.38604128686151,0.0,936808.6797496001,0.4917071999624679,2,55
Success,1.4849641715073518,1.7924753486681024,0.5914315947574409,0.5206842059007256,2.076459073405184,1.5190693772007708,1.7707927250060183,0.0,2511433.3592953105,0.5744016570582443,2,56
Success,2.2781279128136838,1.939762893120979,2.043881306958961,0.48014279403131305,1.3353826777603541,0.3440653088822194,1.5483822420598636,0.0,8679062.36703844,0.5704675206451782,2,57
Success,2.1075961161795975,2.3145754808211616,0.6387597171226181,2.4523905117913705,1.2747820042082862,0.3440653088822194,1.5762351760333912,0.0,2712405.756431895,0.5713458349830419,2,58
Success,1.0234196244215603,1.8218147930373085,2.100377007767129,0.5630875989771147,2.4133140611334154,2.214496276662623,1.4098605113702902,0.0,8918963.631908452,0.552293736523331,2,59
Success,1.0982177434709328,2.042132653661766,0.4895283096231446,2.877553353834321,0.6840866710585101,2.7903363314550322,1.8269711911611057,0.0,2078714.9993419265,0.5790822682727372,3,60
Success,1.0966810134778422,1.8218147930373085,0.6949637922298488,0.4224648640128731,2.3438195727218756,1.529872585121385,1.5813102754402966,0.0,2951068.6726572774,0.5727587365271408,3,61
Success,2.474125127712793,1.750768501476427,0.5914315947574409,0.5206842059007256,2.0715282930133205,1.5190693772007708,1.789719164985434,0.0,2511433.3592953105,0.5656742172697441,3,62
Success,1.1605597380674229,0.7045472228952369,0.4805279850477361,1.8337236231582943,0.7120225431700294,2.679096237266813,0.3656313785644888,0.0,2040496.3522768565,0.5216531234287534,3,63
Success,0.24236964073053147,0.5943862562955807,0.591349953360375,1.9450791646968257,0.6790319232085872,2.679096237266813,1.9314057285178592,0.0,2511086.680271214,0.545582034930076,3,64
Success,1.4849641715073518,1.7924753486681024,0.5914315947574409,0.5206842059007256,2.0767986317498948,1.5190693772007708,1.7716189701431542,0.0,2511433.3592953105,0.5744000303395838,3,65
Success,2.2744387790972755,0.7597429669303033,0.5321334181223232,2.3823528898526045,1.9139069663218167,2.1744630601537382,2.38604128686151,0.0,2259631.764204846,0.48282102942388994,3,66
Success,0.2663116588732656,0.9316990415079007,0.4895283096231446,2.081782124651684,0.6790234815886351,2.679096237266813,1.939817239618885,0.0,2078714.9993419265,0.5588822677797688,3,67
Success,0.5243721161979011,0.7597429669303033,0.43811415513857793,1.83604064826646,0.3846187180819909,2.9072116559252494,2.38604128686151,0.0,1860391.8257795486,0.5500499665368128,3,68
Success,0.2816909667846265,1.7445148605335778,0.26385083888315297,2.883965797076047,2.3831199203252753,2.3916586363008014,1.975224664079163,0.0,1120406.4925225496,0.562085929848029,3,69
Success,1.1712354526975437,1.8584125319757119,0.26385083888315297,1.8492031690743072,1.5440290038131885,2.3916586363008014,0.43164399978282797,0.0,1120406.4925225496,0.5698735042917579,3,70
Success,1.444961705812435,1.7924753486681024,0.5914315947574409,0.5225697900694157,2.076459073405184,2.203693034480431,2.2968531733513142,0.0,2511433.3592953105,0.5744298504133702,3,71
Success,1.4465182836721142,0.710642452059132,0.22061435530281545,2.4033882570059877,0.3846187180819909,2.9072116559252494,2.38604128686151,0.0,936808.6797496001,0.5104837140294698,3,72
Success,1.0299698942229525,1.8218147930373085,0.682186601202835,0.4375303844088537,2.3110134025520757,2.347833300394705,1.619443340464811,0.0,2896812.0788807953,0.572294954226888,3,73
Success,1.5383141736135202,1.7924753486681024,0.48960995102215943,0.4246558131577588,2.0715282930133205,1.5190693772007708,1.791072609248354,0.0,2079061.6783742993,0.5780165642382549,3,74
Success,1.4566605619135833,1.7924753486681024,0.5914315947574409,0.5206842059007256,2.07118873466861,1.5190693772007708,1.7818348530101924,0.0,2511433.3592953105,0.574457665072205,3,75
Success,0.6822112471811921,1.344323539114436,0.22160205963555152,2.171616460304957,0.6126636965941704,2.879534662006358,2.331191165572988,0.0,941002.8310806116,0.5687196719687101,3,76
Success,1.0982177434709328,1.7088168285824237,0.4895283096231446,1.8454048020975935,0.6776687535232333,2.7903363314550322,1.8269711911611057,0.0,2078714.9993419265,0.5738686299777974,3,77
Success,2.6455428179949463,2.0190929146440544,0.2476352867399576,2.412752326364865,0.6776603119032811,2.902792535108266,2.350414619637755,0.0,1051549.3686340044,0.5649638999468669,3,78
Success,1.056678547621827,1.8218147930373085,0.6949637922298488,0.42435044815702083,1.5111472806155846,2.214496276662623,1.5813102754402966,0.0,2951068.6726572774,0.5722407174797797,3,79
Success,1.4449726018529911,0.6945641156715322,0.6136763029149318,2.429401844966501,0.3846187180819909,2.215122288197433,2.38604128686151,0.0,2605892.46941002,0.5249899116281546,4,80
Success,0.5243721161979011,0.7364034543127465,0.4371108404516745,1.8466212210569433,0.3846187180819909,2.791901530403004,2.38604128686151,0.0,1856131.3872150616,0.5485810884485529,4,81
Success,0.2816909667846265,1.7445148605335778,0.26385083888315297,2.883965797076047,2.0520095534216525,2.3916586363008014,1.975224664079163,0.0,1120406.4925225496,0.5655103504414942,4,82
Success,2.6455428179949463,2.0190929146440544,0.24064732055555776,2.3795889852748786,0.7106391473694755,2.905798194980265,2.350414619637755,0.0,1021875.9261857241,0.5647609901125866,4,83
Success,1.1243425042128008,1.7445148605335778,0.26385083888315297,2.884453540502591,2.3374472186861333,2.3916586363008014,1.975224664079163,0.0,1120406.4925225496,0.5499177134342252,4,84
Success,1.0657565523429366,0.601454079912017,0.22061435530281545,1.8736677101084955,2.06158239845769,2.7653801533502635,1.840366147106429,0.0,936808.6797496001,0.4782483039227233,4,85
Success,1.2185414671340584,0.7053749417973445,0.4805279850477361,2.402247267639734,0.7120225431700294,2.89521934210299,0.3656313785644888,0.0,2040496.3522768565,0.5189914204948988,4,86
Success,1.4465073876315582,1.7403130838167327,0.21045315105670867,0.49909858319664047,2.076459073405184,2.894583696769871,2.2968531733513142,0.0,893660.5159712487,0.58025105114613,4,87
Success,1.0982177434709328,2.0693793054119847,0.4905316243100667,1.8348242293071104,0.6776603119032811,2.9056463828100494,1.8269711911611057,0.0,2082975.437906493,0.5819520700646269,4,88
Success,1.4566605619135833,1.7924753486681024,0.5914315947574409,0.5206842059007256,1.5696288041009328,1.5190693772007708,1.7818348530101924,0.0,2511433.3592953105,0.5771397349622505,4,89
Success,1.3427384883714217,0.7045472228952369,0.4878877178282497,1.866886904954626,0.6790437077038349,2.1947613120315665,0.3656313785644888,0.0,2071748.4507178636,0.5174112260603791,4,90
Success,0.2626679538878539,2.042132653661766,0.4895283096231446,2.8770656104077776,0.729925681481181,2.7903363314550322,1.8269711911611057,0.0,2078714.9993419265,0.5825094839084722,4,91
Success,0.6237684931557121,2.205039494050743,0.4895283096231446,2.3751253098363083,0.6776603119032811,2.199376692071744,2.3726462969242412,0.0,2078714.9993419265,0.5832525350100863,4,92
Success,2.3776896640972933,0.7589152480281958,0.22061435530281545,1.83486456080201,0.3846187180819909,2.691081900239979,2.38604128686151,0.0,936808.6797496001,0.490693464893198,4,93
Success,2.6455428179949463,2.0190929146440544,0.2476352867399576,2.504741683125594,0.6776603119032811,2.902792535108266,2.350414619637755,0.0,1051549.3686340044,0.5641346496079911,4,94
Success,0.5277399360238336,1.9798488819907991,0.43666675684575995,1.8452314893791348,0.3846187180819909,2.7878109825469153,2.348275155063414,0.0,1854245.6469331833,0.5811725520193735,4,95
Success,0.5871848796484403,0.7990106960643443,0.46576974617736566,1.8362139609849188,0.6776603119032811,2.9097368311088228,2.388180751435851,0.0,1977827.5098409068,0.545027754691547,4,96
Success,1.1605597380674229,0.7045472228952369,0.3811279262450013,2.1109747367287452,0.7120225431700294,2.679096237266813,0.3656313785644888,0.0,1618407.6004990875,0.5168213618250117,4,97
Success,1.4450350973267616,1.7924753486681024,0.5914315947574409,0.5225697900694157,2.076459073405184,2.203693034480431,2.2968531733513142,0.0,2511433.3592953105,0.574429803818505,4,98
Success,2.412826131976116,1.8545633761479667,0.26385083888315297,2.883965797076047,1.5504496234401206,2.8973157824684668,0.43164399978282797,0.0,1120406.4925225496,0.5442627148995892,4,99
